Time, Volt(pu),Ang(Deg),Status
87.0,0.9331648813997407,-1.4874852305329431,Line Down
24.0,0.9603425228589278,-9.734723832116252,Generator down
172.0,0.7966418620935007,-31.28943488140514,High Load
183.0,0.7892900905404434,-31.81154969257321,High Load
181.0,0.8179087175844797,-28.267460782044182,High Load
148.0,0.9317175122404401,-2.0760092248373008,Line Down
17.0,0.9616168215659264,-9.158641451867563,Generator down
32.0,0.987369526737331,7.750111238984508,Low Load
146.0,0.9609127440504435,-9.11497447858935,Generator down
171.0,0.9359791143673982,-1.7816099026932686,Line Down
50.0,0.7924258979264742,-30.626906171473234,High Load
59.0,0.9334388037205444,-1.2832885991259757,Line Down
47.0,0.9871460432942294,7.557721411438249,Low Load
65.0,0.9628632687650511,-8.3660390907469,Generator down
73.0,0.8021914969333384,-30.237854437768455,High Load
119.0,0.9793924145154845,7.306330228455765,Low Load
159.0,0.9800304243358898,8.32537138684136,Low Load
136.0,0.9855488052508675,7.712437792442237,Low Load
90.0,0.9618817742269445,-9.251116118025411,Generator down
170.0,0.9869921741155453,7.181248417575515,Low Load
53.0,0.962562396478423,-8.612169549442816,Generator down
195.0,0.9849176608198135,8.217793744161916,Low Load
153.0,0.809155887888964,-29.265847303798697,High Load
103.0,0.8138744137838038,-30.77408769395607,High Load
77.0,0.9601559824840884,-9.79533387075266,Generator down
180.0,0.9855259021152377,7.371950976567299,Low Load
150.0,0.8211041951610426,-28.423511336213064,High Load
41.0,0.9878162057451405,7.950351011488136,Low Load
178.0,0.9346002085276669,-1.353918637513826,Line Down
182.0,0.8195971346670028,-28.162652800862958,High Load
151.0,0.9607288541388416,-9.366740012384403,Generator down
82.0,0.8287548506455088,-28.56106995716026,High Load
162.0,0.9624758931147159,-8.495861739640361,Generator down
165.0,0.9855248639378793,8.168450084000556,Low Load
23.0,0.9630855169647474,-8.313825164409621,Generator down
26.0,0.8073729611661364,-29.32069353418214,High Load
113.0,0.9829144635243021,7.098899337394612,Low Load
34.0,0.808527904155081,-28.319260915373572,High Load
108.0,0.9358767935400651,-2.4073341918987405,Line Down
117.0,0.9628521991756192,-8.415422868580958,Generator down
106.0,0.932981062288655,-0.9981933869140148,Line Down
152.0,0.9778703324797722,8.238014104838669,Low Load
147.0,0.9345216755387415,-1.536463607298724,Line Down
109.0,0.9352434849062538,-1.242285729811474,Line Down
75.0,0.9628052612806289,-8.952918244759362,Generator down
25.0,0.9369523047967071,-1.5302767102893415,Line Down
76.0,0.9604827968881818,-9.586376473892619,Generator down
22.0,0.8068673145992812,-29.252655172153506,High Load
156.0,0.9627979477915198,-8.807938811859433,Generator down
85.0,0.8113157890400977,-30.90840388939714,High Load
184.0,0.8284395101557767,-28.89755039346936,High Load
132.0,0.9347978828057747,-1.715595325446479,Line Down
57.0,0.9793375966003373,7.169755749080384,Low Load
14.0,0.9860540925411839,7.889881761944906,Low Load
138.0,0.9370620901475207,-1.6196040814147747,Line Down
194.0,0.9623740628428803,-8.677608195632553,Generator down
142.0,0.9781640085281513,7.606884606827124,Low Load
126.0,0.9331491602259289,-1.3486570247943575,Line Down
163.0,0.9859645267716034,7.292852175646275,Low Load
196.0,0.9616915074388797,-9.103739737906997,Generator down
91.0,0.9605703013220077,-9.759048783587607,Generator down
116.0,0.8080944837004774,-29.71847251514972,High Load
128.0,0.9351864294874102,-2.615856687813156,Line Down
63.0,0.9339953386895734,-1.0055444449523263,Line Down
84.0,0.9356786432522552,-2.1831977879938687,Line Down
55.0,0.9606802153351033,-9.38713629298775,Generator down
168.0,0.9790423570880084,7.802716784497635,Low Load
167.0,0.9784757434373519,7.616303276671366,Low Load
114.0,0.7903141091581912,-33.12334346283133,High Load
40.0,0.9628951825662858,-8.75271848559457,Generator down
173.0,0.9327963858045254,-0.9936048119667626,Line Down
100.0,0.9342578275198465,-1.8234113590577916,Line Down
62.0,0.935979384622559,-1.7061268471547326,Line Down
33.0,0.9336959697534659,-2.591685322946233,Line Down
61.0,0.9327043813015201,-1.1456410875104817,Line Down
121.0,0.9371720141073181,-1.509251001659585,Line Down
140.0,0.9632043822377215,-8.659546350865988,Generator down
12.0,0.9335836314553136,-1.1452019133388915,Line Down
197.0,0.9620693188114637,-8.798669227329036,Generator down
177.0,0.8165981359805715,-28.812910298286457,High Load
18.0,0.8126613485299898,-31.185521786348488,High Load
102.0,0.8340413951330249,-28.185092039426433,High Load
154.0,0.8224577336350943,-28.862952941394834,High Load
11.0,0.9878151150904788,7.501947461019772,Low Load
104.0,0.9818688396999828,8.240940588351194,Low Load
86.0,0.9798021001794163,8.095896462766305,Low Load
198.0,0.9609649999064726,-9.50524850109542,Generator down
38.0,0.934539190612525,-1.9382533668056179,Line Down
56.0,0.9606236842694333,-9.829027850208211,Generator down
20.0,0.9624952348348207,-8.9822026183215,Generator down
4.0,0.9623664625165224,-8.961307951287395,Generator down
186.0,0.8045263025328449,-28.725601184511028,High Load
29.0,0.8113252510734905,-29.915776299521987,High Load
