Time, Volt(pu),Ang(Deg),Status
122.0,1.0147725924541648,16.58691232917389,Low Load
118.0,1.013266561708795,16.645095256321365,Low Load
3.0,0.9558510466121715,-25.986725163891048,High Load
66.0,0.9995841548721615,-9.430006395892281,Generator down
31.0,0.9572549955657268,-28.15843206466521,High Load
78.0,0.9611802842380694,-25.355894110393006,High Load
130.0,1.0140155683810836,16.717679012053242,Low Load
13.0,0.9529939967696252,-29.175368062178862,High Load
190.0,1.0057446883849663,17.646917757626788,Low Load
110.0,1.0139320545100894,16.058003576131345,Low Load
79.0,0.9995858976690452,-9.295412943868042,Generator down
93.0,0.9998611842425885,-8.826490521713232,Generator down
145.0,0.9517281057052688,-30.04938277618639,High Load
72.0,0.9997455125563853,-9.079448931477309,Generator down
89.0,1.0144235925864733,16.26229018557639,Low Load
188.0,1.0139965371628352,16.57119268335288,Low Load
6.0,1.0056680676790175,17.250009271678053,Low Load
60.0,0.9999200669131406,-8.722856689441059,Generator down
189.0,1.014043278670484,16.516206043824653,Low Load
176.0,0.9998390317146698,-8.730219601897543,Generator down
158.0,1.0145952979655504,15.822024032977719,Low Load
46.0,0.999403772189109,-9.702771594436324,Generator down
28.0,1.0057578461072607,17.26737001044676,Low Load
200.0,1.005726938786704,16.730678795872755,Low Load
134.0,0.9995691371096431,-9.504564212231307,Generator down
95.0,1.0056646996189254,16.250112256430118,Low Load
39.0,0.9523980271944589,-28.48265521125426,High Load
69.0,0.9522608033604181,-27.371657433021532,High Load
5.0,0.9995565343203899,-9.303157245037472,Generator down
30.0,0.9558097293458085,-27.457628168117623,High Load
131.0,0.9582444549299897,-25.803539104832858,High Load
27.0,1.0056533975975008,16.83589439699993,Low Load
70.0,0.9999491035540156,-8.79712498136315,Generator down
143.0,1.0057235407996261,17.292547319819832,Low Load
35.0,0.9555787949223622,-26.882630497108693,High Load
43.0,1.014819011018132,16.3199050496951,Low Load
137.0,1.015663369367078,16.8431640897583,Low Load
199.0,0.9995085511313898,-9.478619343349203,Generator down
8.0,0.9468668963257433,-31.594817739354315,High Load
155.0,0.9996967340782956,-9.163217762754424,Generator down
187.0,1.005752094508769,16.910357728908263,Low Load
112.0,1.0130715594597424,16.842478056341267,Low Load
48.0,0.9548346704948096,-26.345055164397756,High Load
157.0,1.0144132135308355,16.209926845549134,Low Load
105.0,1.005742792432964,16.14417315134786,Low Load
139.0,0.9555007611129279,-27.534405931727296,High Load
51.0,1.0056822739150149,15.262413773813492,Low Load
111.0,0.9467166960695281,-30.46915999793027,High Load
169.0,1.0138337208182455,15.781710990935968,Low Load
64.0,1.005713109784141,16.062389757181794,Low Load
174.0,0.9567863463898495,-28.016777265578586,High Load
54.0,1.0152120594562202,15.851703286490194,Low Load
94.0,1.0057219423512127,16.53594409467059,Low Load
141.0,1.0135305099679632,17.20545973565022,Low Load
15.0,0.9997206706972219,-8.956568923788197,Generator down
96.0,0.9995535739193518,-9.312274227708244,Generator down
144.0,0.9997802431263983,-8.756081587628433,Generator down
107.0,1.0141799553262143,15.570803703811583,Low Load
52.0,1.00569194951961,17.59806956027098,Low Load
1.0,0.9494796379131735,-30.436522184375963,High Load
21.0,0.9998526278530534,-8.944383498232817,Generator down
68.0,0.9996613033888552,-9.233577104309004,Generator down
175.0,0.999414466739668,-9.480546632302989,Generator down
80.0,1.0150868574734848,16.355741230255223,Low Load
127.0,1.0056987995946538,17.177144267900143,Low Load
88.0,0.95056999378912,-31.0140925027091,High Load
10.0,1.013765806479041,17.087229890641364,Low Load
135.0,1.012793763425605,17.068227036018683,Low Load
58.0,0.9555266302387826,-27.82801862079314,High Load
115.0,0.9531393323834694,-28.169654459580116,High Load
164.0,1.0140326945947016,16.991847769745604,Low Load
193.0,0.9509919185520329,-28.171530476045657,High Load
36.0,1.005690532029804,17.12105438900846,Low Load
7.0,1.0154065615112375,16.45082958930029,Low Load
42.0,0.9998581349233764,-8.740856189204777,Generator down
49.0,0.9998884932740127,-8.847182018548688,Generator down
120.0,1.005750538450964,16.212886613365573,Low Load
191.0,0.9536328970945781,-28.312405824440585,High Load
83.0,0.9563643340176107,-27.327309555897862,High Load
166.0,1.014975242873176,16.327186178090823,Low Load
19.0,1.0057076528450095,17.387266961083096,Low Load
16.0,1.005724675582585,16.411902794750002,Low Load
71.0,1.0146071066662654,16.604010261040468,Low Load
92.0,0.9996891092065671,-9.040989845618993,Generator down
124.0,0.9991522367303769,-9.956689109354821,Generator down
67.0,0.9998465030973626,-8.855263835185577,Generator down
149.0,1.0056739499381218,16.121086718664632,Low Load
44.0,1.0152339409847724,17.130622219195743,Low Load
2.0,0.9545250318436853,-28.92882037521927,High Load
97.0,1.0057115703681754,17.522760297881085,Low Load
192.0,0.9996668506180195,-9.130728129556415,Generator down
160.0,1.0141007245811446,16.823137927602353,Low Load
99.0,0.9496090264628628,-31.21122954729352,High Load
161.0,1.014864233568447,15.852704957017075,Low Load
37.0,0.9535406712498433,-26.982353501462303,High Load
125.0,1.0144130347879403,16.915306161449227,Low Load
123.0,1.014341632609385,17.048676874158215,Low Load
74.0,1.0057299959353776,15.938433095354084,Low Load
129.0,1.0136286550229412,16.503266767792685,Low Load
133.0,0.9996845896750258,-9.291202534561291,Generator down
179.0,1.0056607237603972,15.918626918248076,Low Load
45.0,0.9998307527221364,-8.852160361272931,Generator down
9.0,1.005659311504063,16.7571445974742,Low Load
101.0,0.9999078900275007,-8.831333419751125,Generator down
185.0,0.9596632930146672,-26.36716557451056,High Load
98.0,0.9994809830204747,-9.423683333264034,Generator down
